site_id,survey_date,pit_tag_id
54188,2021-08-31,982126058791080
54188,2021-08-31,982126058791116
54188,2021-08-31,982126058791144
54188,2021-08-31,982126058791159
54188,2021-08-31,982126058791168
54188,2021-08-31,982126058791200
54188,2021-08-31,982126058791255
54188,2022-08-20,900043000144937
54188,2022-08-20,982091064358207
54188,2022-08-20,982091064358217
54188,2022-08-20,982091064358225
54188,2022-08-20,982091064358242
54188,2022-08-20,982091064358270
54188,2022-08-20,982091064358290
54188,2022-08-20,982091064358291
54188,2022-08-20,982126058791200
54188,2022-08-20,982126058791206
54188,2022-08-20,982126058791279
54188,2022-08-20,982126058791339
54188,2022-08-21,900043000236638
54188,2022-08-21,900043000236666
54188,2022-08-21,900043000236694
54188,2022-08-21,982091064358029
54188,2022-08-21,982091064358038
54188,2022-08-21,982091064358061
54188,2022-08-21,982091064358067
54188,2022-08-21,982091064358098
54188,2022-08-21,982091064358117
54188,2022-08-21,982091064358133
54188,2022-08-21,982091064358138
54188,2022-08-21,982091064358205
54188,2022-08-21,982091064358217
54188,2022-08-21,982091064358238
54188,2022-08-21,982091064358242
54188,2022-08-21,982091064358281
54188,2022-08-21,982126058790965
54188,2022-08-21,982126058791011
54188,2022-08-21,982126058791015
54188,2022-08-21,982126058791032
54188,2022-08-21,982126058791168
54188,2022-08-21,982126058791190
54188,2022-08-21,982126058791200
54188,2022-08-21,982126058791206
54188,2022-08-22,900043000236601
54188,2022-08-22,900043000236603
54188,2022-08-22,900043000236625
54188,2022-08-22,900043000236626
54188,2022-08-22,900043000236628
54188,2022-08-22,900043000236638
54188,2022-08-22,900043000236642
54188,2022-08-22,900043000236651
54188,2022-08-22,900043000236657
54188,2022-08-22,900043000236660
54188,2022-08-22,900043000236666
54188,2022-08-22,900043000236680
54188,2022-08-22,900043000236681
54188,2022-08-22,900043000236684
54188,2022-08-22,900043000236692
54188,2022-08-22,900043000236699
54188,2022-08-22,982091064358038
54188,2022-08-22,982091064358044
54188,2022-08-22,982091064358094
54188,2022-08-22,982091064358098
54188,2022-08-22,982091064358197
54188,2022-08-22,982091064358207
54188,2022-08-22,982091064358237
54188,2022-08-22,982091064358253
54188,2022-08-22,982091064358265
54188,2022-08-22,982091064358270
54188,2022-08-22,982091064358281
54188,2022-08-22,982091064358302
54188,2022-08-22,982126058790760
54188,2022-08-22,982126058790892
54188,2022-08-22,982126058790965
54188,2022-08-22,982126058791030
54188,2022-08-22,982126058791168
54188,2023-09-05,900043000144937
54188,2023-09-05,900043000236603
54188,2023-09-05,900043000236625
54188,2023-09-05,900043000262901
54188,2023-09-05,900043000262904
54188,2023-09-05,900043000262905
54188,2023-09-05,900043000262929
54188,2023-09-05,900043000262959
54188,2023-09-05,900043000262962
54188,2023-09-05,900043000262974
54188,2023-09-05,900043000262978
54188,2023-09-05,900043000262993
54188,2023-09-05,900043000263068
54188,2023-09-05,900043000263099
54188,2023-09-05,982091064358067
54188,2023-09-05,982091064358260
54188,2023-09-05,982126058791040
54188,2023-09-05,982126058791200
54188,2023-09-06,900043000236516
54188,2023-09-06,900043000236517
54188,2023-09-06,900043000236523
54188,2023-09-06,900043000236525
54188,2023-09-06,900043000236530
54188,2023-09-06,900043000236534
54188,2023-09-06,900043000236549
54188,2023-09-06,900043000236552
54188,2023-09-06,900043000236574
54188,2023-09-06,900043000236584
54188,2023-09-06,900043000236585
54188,2023-09-06,900043000236586
54188,2023-09-06,900043000236594
54188,2023-09-06,900043000236598
54188,2023-09-06,900043000236603
54188,2023-09-06,900043000236657
54188,2023-09-06,900043000236684
54188,2023-09-06,900043000236699
54188,2023-09-06,900043000262904
54188,2023-09-06,900043000262905
54188,2023-09-06,900043000262959
54188,2023-09-06,982091064358044
54188,2023-09-06,982091064358061
54188,2023-09-06,982091064358117
54188,2023-09-06,982091064358237
54188,2023-09-06,982091064358242
54188,2023-09-06,982091064358270
54188,2023-09-06,982091064358281
54188,2023-09-06,982091064358302
54188,2023-09-06,982126058790760
54188,2023-09-06,982126058790892
54188,2023-09-06,982126058790942
54188,2023-09-06,982126058791030
54188,2023-09-06,982126058791200
54188,2023-09-07,900043000236517
54188,2023-09-07,900043000236530
54188,2023-09-07,900043000236549
54188,2023-09-07,900043000236552
54188,2023-09-07,900043000236603
54188,2023-09-07,900043000262900
54188,2023-09-07,900043000262901
54188,2023-09-07,900043000262905
54188,2023-09-07,900043000262911
54188,2023-09-07,900043000262913
54188,2023-09-07,900043000262917
54188,2023-09-07,900043000262919
54188,2023-09-07,900043000262931
54188,2023-09-07,900043000262935
54188,2023-09-07,900043000262938
54188,2023-09-07,900043000262945
54188,2023-09-07,900043000262955
54188,2023-09-07,900043000262957
54188,2023-09-07,900043000262958
54188,2023-09-07,900043000262965
54188,2023-09-07,900043000262969
54188,2023-09-07,900043000262992
54188,2023-09-07,900043000262993
54188,2023-09-07,900043000262999
54188,2023-09-07,900043000263068
54188,2023-09-07,900043000263099
54188,2023-09-07,982091064358067
54188,2023-09-07,982091064358098
54188,2023-09-07,982091064358133
54188,2023-09-07,982091064358237
54188,2023-09-07,982091064358260
54188,2023-09-07,982091064358302
54188,2023-09-07,982126058790957
54188,2023-09-07,982126058791011
54188,2023-09-07,982126058791159
54188,2024-07-29,900043000236517
54188,2024-07-29,900043000236523
54188,2024-07-29,900043000236534
54188,2024-07-29,900043000236549
54188,2024-07-29,900043000236660
54188,2024-07-29,900043000236684
54188,2024-07-29,900043000236699
54188,2024-07-29,900043000262945
54188,2024-07-29,900043000263047
54188,2024-07-29,900043000263087
54188,2024-07-29,900043000263103
54188,2024-07-29,900043000263120
54188,2024-07-29,900043000263121
54188,2024-07-29,900043000263150
54188,2024-07-29,900043000263151
54188,2024-07-29,900043000263154
54188,2024-07-29,900043000263185
54188,2024-07-29,900043000263187
54188,2024-07-29,900043000263197
54188,2024-07-29,982091064358029
54188,2024-07-29,982091064358117
54188,2024-07-29,982091064358225
54188,2024-07-29,982091064358237
54188,2024-07-29,982091064358242
54188,2024-07-29,982091064358281
54188,2024-07-29,982091077394667
54188,2024-07-29,982091077394668
54188,2024-07-29,982091077394669
54188,2024-07-29,982091077394674
54188,2024-07-29,982091077394699
54188,2024-07-29,982091077394701
54188,2024-07-29,982091077394702
54188,2024-07-29,982091077394706
54188,2024-07-29,982091077394726
54188,2024-07-29,982091077394731
54188,2024-07-29,982091077394736
54188,2024-07-29,982091077394749
54188,2024-07-29,982126058790760
54188,2024-07-29,982126058790853
54188,2024-07-29,982126058790892
54188,2024-07-29,982126058790987
54188,2024-07-29,982126058791011
54188,2024-07-29,982126058791030
54188,2024-07-29,982126058791116
54188,2024-07-29,982126058791159
54188,2024-07-29,982126058791229
54188,2024-07-29,982126058791339
54188,2024-07-30,900043000236516
54188,2024-07-30,900043000236517
54188,2024-07-30,900043000236530
54188,2024-07-30,900043000236534
54188,2024-07-30,900043000236549
54188,2024-07-30,900043000236626
54188,2024-07-30,900043000236657
54188,2024-07-30,900043000236681
54188,2024-07-30,900043000236684
54188,2024-07-30,900043000236692
54188,2024-07-30,900043000262901
54188,2024-07-30,900043000262911
54188,2024-07-30,900043000262931
54188,2024-07-30,900043000262959
54188,2024-07-30,900043000263047
54188,2024-07-30,900043000263053
54188,2024-07-30,900043000263068
54188,2024-07-30,900043000263102
54188,2024-07-30,900043000263108
54188,2024-07-30,900043000263109
54188,2024-07-30,900043000263112
54188,2024-07-30,900043000263116
54188,2024-07-30,900043000263119
54188,2024-07-30,900043000263122
54188,2024-07-30,900043000263161
54188,2024-07-30,900043000263162
54188,2024-07-30,900043000263167
54188,2024-07-30,900043000263182
54188,2024-07-30,900043000263189
54188,2024-07-30,982091064358014
54188,2024-07-30,982091064358061
54188,2024-07-30,982091064358117
54188,2024-07-30,982091064358197
54188,2024-07-30,982091064358207
54188,2024-07-30,982091064358217
54188,2024-07-30,982091064358225
54188,2024-07-30,982091064358253
54188,2024-07-30,982091064358260
54188,2024-07-30,982091064358281
54188,2024-07-30,982091077394567
54188,2024-07-30,982091077394573
54188,2024-07-30,982091077394579
54188,2024-07-30,982091077394586
54188,2024-07-30,982091077394599
54188,2024-07-30,982091077394606
54188,2024-07-30,982091077394612
54188,2024-07-30,982091077394625
54188,2024-07-30,982091077394630
54188,2024-07-30,982091077394647
54188,2024-07-30,982091077394649
54188,2024-07-30,982091077394655
54188,2024-07-30,982091077394667
54188,2024-07-30,982091077394668
54188,2024-07-30,982091077394669
54188,2024-07-30,982091077394699
54188,2024-07-30,982091077394702
54188,2024-07-30,982091077394731
54188,2024-07-30,982091077394749
54188,2024-07-30,982126058790965
54188,2024-07-30,982126058791011
54188,2024-07-30,982126058791030
54188,2024-07-30,982126058791074
54188,2024-07-30,982126058791147
54188,2024-07-30,982126058791159
54188,2024-07-30,982126058791168
54188,2024-07-30,982126058791339
54188,2024-07-31,900043000144532
54188,2024-07-31,900043000144539
54188,2024-07-31,900043000144574
54188,2024-07-31,900043000236516
54188,2024-07-31,900043000236517
54188,2024-07-31,900043000236523
54188,2024-07-31,900043000236525
54188,2024-07-31,900043000236530
54188,2024-07-31,900043000236534
54188,2024-07-31,900043000236549
54188,2024-07-31,900043000236574
54188,2024-07-31,900043000236584
54188,2024-07-31,900043000236601
54188,2024-07-31,900043000236603
54188,2024-07-31,900043000236625
54188,2024-07-31,900043000236626
54188,2024-07-31,900043000236657
54188,2024-07-31,900043000236660
54188,2024-07-31,900043000236684
54188,2024-07-31,900043000236694
54188,2024-07-31,900043000262911
54188,2024-07-31,900043000262913
54188,2024-07-31,900043000262919
54188,2024-07-31,900043000262931
54188,2024-07-31,900043000262955
54188,2024-07-31,900043000262957
54188,2024-07-31,900043000262978
54188,2024-07-31,900043000262992
54188,2024-07-31,900043000263005
54188,2024-07-31,900043000263008
54188,2024-07-31,900043000263022
54188,2024-07-31,900043000263034
54188,2024-07-31,900043000263037
54188,2024-07-31,900043000263038
54188,2024-07-31,900043000263047
54188,2024-07-31,900043000263066
54188,2024-07-31,900043000263068
54188,2024-07-31,900043000263071
54188,2024-07-31,900043000263074
54188,2024-07-31,900043000263087
54188,2024-07-31,900043000263088
54188,2024-07-31,900043000263092
54188,2024-07-31,900043000263097
54188,2024-07-31,900043000263099
54188,2024-07-31,900043000263102
54188,2024-07-31,900043000263150
54188,2024-07-31,900043000263182
54188,2024-07-31,900043000263189
54188,2024-07-31,982091064358065
54188,2024-07-31,982091064358157
54188,2024-07-31,982091064358207
54188,2024-07-31,982091064358253
54188,2024-07-31,982091064358260
54188,2024-07-31,982091064358281
54188,2024-07-31,982091077394562
54188,2024-07-31,982091077394573
54188,2024-07-31,982091077394574
54188,2024-07-31,982091077394586
54188,2024-07-31,982091077394599
54188,2024-07-31,982091077394602
54188,2024-07-31,982091077394603
54188,2024-07-31,982091077394606
54188,2024-07-31,982091077394619
54188,2024-07-31,982091077394621
54188,2024-07-31,982091077394622
54188,2024-07-31,982091077394626
54188,2024-07-31,982091077394645
54188,2024-07-31,982091077394647
54188,2024-07-31,982091077394652
54188,2024-07-31,982091077394668
54188,2024-07-31,982091077394674
54188,2024-07-31,982091077394689
54188,2024-07-31,982091077394706
54188,2024-07-31,982091077394713
54188,2024-07-31,982091077394716
54188,2024-07-31,982091077394726
54188,2024-07-31,982091077394731
54188,2024-07-31,982091077394736
54188,2024-07-31,982091077394739
54188,2024-07-31,982091077394749
54188,2024-07-31,982091077394757
54188,2024-07-31,982126058790760
54188,2024-07-31,982126058790987
54188,2024-07-31,982126058791011
54188,2024-07-31,982126058791030
54188,2024-07-31,982126058791032
54188,2024-07-31,982126058791159
54188,2024-07-31,982126058791168
54188,2024-07-31,982126058791200
54188,2024-07-31,982126058791339
